[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant URL_ROOT already defined in E:\EasyPHP\data\localweb\clim\config.php on line 10
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant HEAD already defined in E:\EasyPHP\data\localweb\clim\config.php on line 11
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant HEADER already defined in E:\EasyPHP\data\localweb\clim\config.php on line 12
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant CONNECT already defined in E:\EasyPHP\data\localweb\clim\config.php on line 13
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant FOOTER already defined in E:\EasyPHP\data\localweb\clim\config.php on line 14
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant CHARSET already defined in E:\EasyPHP\data\localweb\clim\config.php on line 15
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant ERROR_AUTH already defined in E:\EasyPHP\data\localweb\clim\config.php on line 17
[16-Jan-2017 22:00:57 Europe/Paris] PHP Notice:  Constant ERROR_DATA already defined in E:\EasyPHP\data\localweb\clim\config.php on line 18
[20-Jan-2017 11:04:24 Europe/Paris] PHP Fatal error:  Cannot access private property FournisseurManager::$_db in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 42
[20-Jan-2017 11:06:55 Europe/Paris] PHP Fatal error:  Call to a member function prepare() on a non-object in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 44
[20-Jan-2017 15:06:54 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:06:54 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:09:05 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:09:05 Europe/Paris] PHP Notice:  Undefined index: fournisseurName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:09:05 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:09:05 Europe/Paris] PHP Notice:  Undefined index: fournisseurName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:10:04 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:10:04 Europe/Paris] PHP Notice:  Undefined index: typeName in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 122
[20-Jan-2017 15:32:40 Europe/Paris] PHP Notice:  Undefined index: dateOfSellFr in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 15:51:33 Europe/Paris] PHP Warning:  include(../../class/Generic.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 15:51:33 Europe/Paris] PHP Warning:  include(): Failed opening '../../class/Generic.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 15:51:33 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 3
[20-Jan-2017 16:04:06 Europe/Paris] PHP Warning:  include(../../class/Generic.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 16:04:06 Europe/Paris] PHP Warning:  include(): Failed opening '../../class/Generic.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 16:04:06 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 3
[20-Jan-2017 16:04:21 Europe/Paris] PHP Warning:  include(../../../class/Generic.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 16:04:21 Europe/Paris] PHP Warning:  include(): Failed opening '../../../class/Generic.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[20-Jan-2017 16:04:21 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 3
[20-Jan-2017 16:05:02 Europe/Paris] PHP Fatal error:  Access level to BottleManager::$_db must be protected (as in class Generic) or weaker in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 3
[20-Jan-2017 16:06:16 Europe/Paris] PHP Fatal error:  Cannot redeclare class Generic in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 2
[20-Jan-2017 16:06:39 Europe/Paris] PHP Fatal error:  Cannot redeclare class Generic in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 2
[20-Jan-2017 16:09:42 Europe/Paris] PHP Fatal error:  Cannot redeclare class Generic in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 2
[20-Jan-2017 16:10:29 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 34
[20-Jan-2017 16:10:29 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 57
[20-Jan-2017 16:17:05 Europe/Paris] PHP Notice:  Undefined variable: seek in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 54
[20-Jan-2017 16:17:05 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 61
[20-Jan-2017 16:17:41 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 62
[20-Jan-2017 16:19:03 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 62
[20-Jan-2017 16:20:52 Europe/Paris] PHP Notice:  Undefined variable: table in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 55
[20-Jan-2017 16:27:58 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 16:29:24 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 31
[20-Jan-2017 16:29:24 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 8
[20-Jan-2017 16:29:24 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 8
[20-Jan-2017 16:29:24 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 16:57:25 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 22
[20-Jan-2017 16:59:52 Europe/Paris] PHP Warning:  include(class/BottleManager.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 9
[20-Jan-2017 16:59:52 Europe/Paris] PHP Warning:  include(): Failed opening 'class/BottleManager.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 9
[20-Jan-2017 16:59:52 Europe/Paris] PHP Fatal error:  Class 'BottleManager' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 10
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant DIR_ROOT already defined in E:\EasyPHP\data\localweb\clim\config.php on line 9
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant URL_ROOT already defined in E:\EasyPHP\data\localweb\clim\config.php on line 10
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant HEAD already defined in E:\EasyPHP\data\localweb\clim\config.php on line 11
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant HEADER already defined in E:\EasyPHP\data\localweb\clim\config.php on line 12
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant CONNECT already defined in E:\EasyPHP\data\localweb\clim\config.php on line 13
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant FOOTER already defined in E:\EasyPHP\data\localweb\clim\config.php on line 14
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant CHARSET already defined in E:\EasyPHP\data\localweb\clim\config.php on line 15
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant ERROR_AUTH already defined in E:\EasyPHP\data\localweb\clim\config.php on line 17
[20-Jan-2017 17:15:39 Europe/Paris] PHP Notice:  Constant ERROR_DATA already defined in E:\EasyPHP\data\localweb\clim\config.php on line 18
[20-Jan-2017 17:27:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 72
[20-Jan-2017 17:27:50 Europe/Paris] PHP Warning:  Illegal string offset 'name' in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 72
[20-Jan-2017 17:27:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 72
[20-Jan-2017 17:27:50 Europe/Paris] PHP Warning:  Illegal string offset 'name' in E:\EasyPHP\data\localweb\clim\fluido\index.php on line 72
[20-Jan-2017 17:30:00 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 60
[20-Jan-2017 17:31:02 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 60
[20-Jan-2017 18:23:38 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 50
[20-Jan-2017 18:23:38 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 18:25:48 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 18:25:48 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 19:14:13 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 19:14:13 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 19:14:23 Europe/Paris] PHP Notice:  Undefined index: dateOfBuy in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 16
[20-Jan-2017 19:14:23 Europe/Paris] PHP Notice:  Undefined index: dateOfBuy in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 17
[20-Jan-2017 19:20:56 Europe/Paris] PHP Catchable fatal error:  Object of class DateTime could not be converted to string in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 82
[20-Jan-2017 19:21:24 Europe/Paris] PHP Catchable fatal error:  Object of class DateTime could not be converted to string in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 82
[20-Jan-2017 19:21:40 Europe/Paris] PHP Catchable fatal error:  Object of class DateTime could not be converted to string in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 82
[20-Jan-2017 19:22:13 Europe/Paris] PHP Catchable fatal error:  Object of class DateTime could not be converted to string in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 82
[20-Jan-2017 19:25:10 Europe/Paris] PHP Fatal error:  Call to undefined method DateTime::dateFormat() in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 81
[20-Jan-2017 19:26:57 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 119
[20-Jan-2017 19:26:57 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 44
[20-Jan-2017 19:26:57 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 19:39:01 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 119
[20-Jan-2017 19:39:01 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 44
[20-Jan-2017 19:39:01 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 22:44:26 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 45
[20-Jan-2017 22:44:26 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 12
[20-Jan-2017 23:04:33 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 30
[20-Jan-2017 23:04:33 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 49
[20-Jan-2017 23:04:33 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 49
[20-Jan-2017 23:04:33 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 49
[20-Jan-2017 23:04:33 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 49
[20-Jan-2017 23:36:00 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 26
[20-Jan-2017 23:36:19 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 26
[20-Jan-2017 23:48:48 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 32
[20-Jan-2017 23:48:48 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:48:48 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:48:48 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:48:48 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:50:04 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 25
[20-Jan-2017 23:50:04 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:50:04 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:50:04 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:50:04 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 51
[20-Jan-2017 23:51:28 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 53
[20-Jan-2017 23:51:28 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 53
[20-Jan-2017 23:51:28 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 53
[20-Jan-2017 23:51:28 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 53
[21-Jan-2017 00:43:39 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 18
[21-Jan-2017 01:04:08 Europe/Paris] PHP Notice:  Undefined variable: Date2 in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 23
